Variable,Description,URL,Levels,Category,UKB dataset ID,Field ID,Notes,Description,Years collected,UKB Assessment,UKB Category
nucleated_red_blood_cell_count,Nucleated red blood cell count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30170,,Blood count,f.30170.0.0,30170,,,2006-2010,Biological samples/Assay results,Blood count
nucleated_red_blood_cell_percentage,Nucleated red blood cell percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30230,,Blood count,f.30230.0.0,30230,,,2006-2010,Biological samples/Assay results,Blood count
platelet_count,Platelet count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30080,,Blood count,f.30080.0.0,30080,,,2006-2010,Biological samples/Assay results,Blood count
platelet_crit,Platelet crit,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30090,,Blood count,f.30090.0.0,30090,,,2006-2010,Biological samples/Assay results,Blood count
platelet_distribution_width,Platelet distribution width,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30110,,Blood count,f.30110.0.0,30110,,,2006-2010,Biological samples/Assay results,Blood count
erythrocyte_count,Red blood cell (erythrocyte) count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30010,,Blood count,f.30010.0.0,30010,,,2006-2010,Biological samples/Assay results,Blood count
erythrocyte_distribution_width,Red blood cell (erythrocyte) distribution width,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30070,,Blood count,f.30070.0.0,30070,,,2006-2010,Biological samples/Assay results,Blood count
reticulocyte_count,Reticulocyte count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30250,,Blood count,f.30250.0.0,30250,,,2006-2010,Biological samples/Assay results,Blood count
reticulocyte_percentage,Reticulocyte percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30240,,Blood count,f.30240.0.0,30240,,,2006-2010,Biological samples/Assay results,Blood count
leukocyte_count,White blood cell (leukocyte) count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30000,,Blood count,f.30000.0.0,30000,,,2006-2010,Biological samples/Assay results,Blood count
creatinine_urine,Creatinine (enzymatic) in urine,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30510,,Urine biomarkers,f.30510.0.0,30510,,,2006-2010,Biological samples/Assay results,Urine assays
microalbumin_urine,Microalbumin in urine,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30500,,Urine biomarkers,f.30500.0.0,30500,,,2006-2010,Biological samples/Assay results,Urine assays
potassium_urine,Potassium in urine,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30520,,Urine biomarkers,f.30520.0.0,30520,,,2006-2010,Biological samples/Assay results,Urine assays
sodium_urine,Sodium in urine,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30530,,Urine biomarkers,f.30530.0.0,30530,,,2006-2010,Biological samples/Assay results,Urine assays
close_to_major_road,Close to major road,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24014,,Physical environment,f.24014.0.0,24014,,,2006-2010,Additional exposures/Local environment,Residential air pollution
inverse_distance_nearest_major_road,Inverse distance to the nearest major road,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24012,,Physical environment,f.24012.0.0,24012,,,2006-2010,Additional exposures/Local environment,Residential air pollution
inverse_distance_nearest_road,Inverse distance to the nearest road,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24010,,Physical environment,f.24010.0.0,24010,,,2006-2010,Additional exposures/Local environment,Residential air pollution
NO2_2005,Nitrogen dioxide air pollution; 2005,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24016,,Physical environment,f.24016.0.0,24016,,,2006-2010,Additional exposures/Local environment,Residential air pollution
NO2_2006,Nitrogen dioxide air pollution; 2006,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24017,,Physical environment,f.24017.0.0,24017,,,2006-2010,Additional exposures/Local environment,Residential air pollution
NO2_2007,Nitrogen dioxide air pollution; 2007,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24018,,Physical environment,f.24018.0.0,24018,,,2006-2010,Additional exposures/Local environment,Residential air pollution
NO2_2010,Nitrogen dioxide air pollution; 2010,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24003,,Physical environment,f.24003.0.0,24003,,,2006-2010,Additional exposures/Local environment,Residential air pollution
NO_2010,Nitrogen oxides air pollution; 2010,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24004,,Physical environment,f.24004.0.0,24004,,,2006-2010,Additional exposures/Local environment,Residential air pollution
PM10_2007,Particulate matter air pollution (pm10); 2007,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24019,,Physical environment,f.24019.0.0,24019,,,2006-2010,Additional exposures/Local environment,Residential air pollution
PM10_2010,Particulate matter air pollution (pm10); 2010,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24005,,Physical environment,f.24005.0.0,24005,,,2006-2010,Additional exposures/Local environment,Residential air pollution
PM2.5_absorbance_2010,Particulate matter air pollution (pm2.5) absorbance; 2010,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24007,,Physical environment,f.24007.0.0,24007,,,2006-2010,Additional exposures/Local environment,Residential air pollution
PM2.5_2010,Particulate matter air pollution (pm2.5); 2010,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24006,,Physical environment,f.24006.0.0,24006,,,2006-2010,Additional exposures/Local environment,Residential air pollution
PM2.5_to_10_2010,Particulate matter air pollution 2.5-10um; 2010,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24008,,Physical environment,f.24008.0.0,24008,,,2006-2010,Additional exposures/Local environment,Residential air pollution
air_pollution_PC1,PC1 of all air pollution vars together ,,,Physical environment,,,,,,,
air_pollution_PC2,PC2 of all air pollution vars together ,,,Physical environment,,,,,,,
air_pollution_PC3,PC3 of all air pollution vars together ,,,Physical environment,,,,,,,
road_length_sum_100m,Sum of road length of major roads within 100m,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24015,,Physical environment,f.24015.0.0,24015,,,2006-2010,Additional exposures/Local environment,Residential air pollution
traffic_load_major_roads,Total traffic load on major roads,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24013,,Physical environment,f.24013.0.0,24013,,,2006-2010,Additional exposures/Local environment,Residential air pollution
traffic_intensity_nearest_major_road,Traffic intensity on the nearest major road,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24011,,Physical environment,f.24011.0.0,24011,,,2006-2010,Additional exposures/Local environment,Residential air pollution
traffic_intensity_nearest_road,Traffic intensity on the nearest road,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24009,,Physical environment,f.24009.0.0,24009,,,2006-2010,Additional exposures/Local environment,Residential air pollution
sound_average_16hr,Average 16-hour sound level of noise pollution,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24023,,Physical environment,"f.24023.0.0	",24023,,,2006-2010,Additional exposures/Local environment,Residential noise pollution
sound_average_24hr,Average 24-hour sound level of noise pollution,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24024,,Physical environment,f.24024.0.0,24024,,,2006-2010,Additional exposures/Local environment,Residential noise pollution
daytime_sound_average,Average daytime sound level of noise pollution,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24020,,Physical environment,f.24020.0.0,24020,,,2006-2010,Additional exposures/Local environment,Residential noise pollution
evening_sound_average,Average evening sound level of noise pollution,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24021,,Physical environment,f.24021.0.0,24021,,,2006-2010,Additional exposures/Local environment,Residential noise pollution
night_sound_average,Average night-time sound level of noise pollution,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24022,,Physical environment,f.24022.0.0,24022,,,2006-2010,Additional exposures/Local environment,Residential noise pollution
natural_environment_buffer_1000m,"Natural environment percentage, buffer 1000m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24506,,Physical environment,f.24506.0.0,24506,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
natural_environment_buffer_300m,"Natural environment percentage, buffer 300m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24507,,Physical environment,f.24507.0.0,24507,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
greenspace_buffer_1000m,"Greenspace percentage, buffer 1000m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24500,,Physical environment,f.24500.0.0,24500,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
greenspace_buffer_300m,"Greenspace percentage, buffer 300m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24503,,Physical environment,f.24503.0.0,24503,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
domestic_garden_buffer_1000m,"Domestic garden percentage, buffer 1000m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24501,,Physical environment,f.24501.0.0,24501,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
domestic_garden_buffer_300m,"Domestic garden percentage, buffer 300m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24504,,Physical environment,f.24504.0.0,24504,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
water_buffer_1000m,"Water percentage, buffer 1000m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24502,,Physical environment,f.24502.0.0,24502,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
water_buffer_300m,"Water percentage, buffer 300m",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24505,,Physical environment,f.24505.0.0,24505,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
distance_to_coast,Distance (Euclidean) to coast,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=24508,,Physical environment,f.24508.0.0,24508,,,2006-2010,Additional exposures/Local environment,Greenspace and coastal proximity
greenspace_PC1,PC1 of all greenspace vars together ,,,Physical environment,,,,,,,
greenspace_PC2,PC2 of all greenspace vars together ,,,Physical environment,,,,,,,
home_population_density,Home area population density - urban or rural,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20118,,Physical environment,f.20118.0.0,20118,,,2006-2010,ACE/Recruitment,Reception
population_density,Derived urban/rural using home area population density variable (from field ID listed in this row),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20118,,Physical environment,f.20118.0.0,20118,,,2006-2010,ACE/Recruitment,Reception
traffic_PC1,PC1 of all traffic vars together ,,,Physical environment,,,,,,,
noise_pollution_PC1,PC1 of all noise pollution vars together ,,,Physical environment,,,,,,,
Portion_size,,,,Diet,,,,,,,
Typical_diet_yesterday,,,,Diet,,,,,,,
Drinking_water_intake,,,,Diet,,,,,,,
Low_calorie_drink_intake,,,,Diet,,,,,,,
Fizzy_drink_intake,,,,Diet,,,,,,,
Squash_intake,,,,Diet,,,,,,,
Orange_juice_intake,,,,Diet,,,,,,,
Grapefruit_juice_intake,,,,Diet,,,,,,,
Pure_fruit_or_vegetable_juice_intake,,,,Diet,,,,,,,
Fruit_smoothie_intake,,,,Diet,,,,,,,
Dairy_smoothie_intake,,,,Diet,,,,,,,
Coffee_consumed,,,,Diet,,,,,,,
Instant_coffee_intake,,,,Diet,,,,,,,
Added_milk_to_instant_coffee,,,,Diet,,,,,,,
Filtered_coffee_intake,,,,Diet,,,,,,,
Added_milk_to_filtered_coffee,,,,Diet,,,,,,,
Cappuccino_intake,,,,Diet,,,,,,,
Latte_intake,,,,Diet,,,,,,,
Espresso_intake,,,,Diet,,,,,,,
Added_milk_to_espresso,,,,Diet,,,,,,,
Other_coffee_type,,,,Diet,,,,,,,
Added_milk_to_other_coffee_type,,,,Diet,,,,,,,
Decaffeinated_coffee,,,,Diet,,,,,,,
Intake_of_sugar_added_to_coffee,,,,Diet,,,,,,,
Intake_of_artificial_sweetener_added_to_coffee,,,,Diet,,,,,,,
Tea_consumed,,,,Diet,,,,,,,
Standard_tea_intake,,,,Diet,,,,,,,
Rooibos_tea_intake,,,,Diet,,,,,,,
Green_tea_intake,,,,Diet,,,,,,,
Herbal_tea_intake,,,,Diet,,,,,,,
Other_tea_intake,,,,Diet,,,,,,,
Added_milk_to_standard_tea,,,,Diet,,,,,,,
Decaffeinated_tea,,,,Diet,,,,,,,
Added_milk_to_rooibos_tea,,,,Diet,,,,,,,
Intake_of_sugar_added_to_tea,,,,Diet,,,,,,,
Intake_of_artificial_sweetener_added_to_tea,,,,Diet,,,,,,,
Other_non_alcoholic_drinks,,,,Diet,,,,,,,
Milk_intake,,,,Diet,,,,,,,
Flavoured_milk_intake,,,,Diet,,,,,,,
Low_calorie_hot_chocolate_intake,,,,Diet,,,,,,,
Hot_chocolate_intake,,,,Diet,,,,,,,
Other_drink_intake,,,,Diet,,,,,,,
Alcohol_consumed,,,,Diet,,,,,,,
Red_wine_intake,,,,Diet,,,,,,,
Rose_wine_intake,,,,Diet,,,,,,,
White_wine_intake,,,,Diet,,,,,,,
Beer_or_cider_intake,,,,Diet,,,,,,,
Fortified_wine_intake,,,,Diet,,,,,,,
Spirits_intake,,,,Diet,,,,,,,
Other_alcohol_intake,,,,Diet,,,,,,,
Breakfast_cereal_consumed,,,,Diet,,,,,,,
Porridge_intake,,,,Diet,,,,,,,
Muesli_intake,,,,Diet,,,,,,,
Oat_crunch_intake,,,,Diet,,,,,,,
Sweetened_cereal_intake,,,,Diet,,,,,,,
Plain_cereal_intake,,,,Diet,,,,,,,
Bran_cereal_intake,,,,Diet,,,,,,,
Whole_wheat_cereal_intake,,,,Diet,,,,,,,
Other_cereal_intake,,,,Diet,,,,,,,
Dried_fruit_added_to_cereal,,,,Diet,,,,,,,
Milk_added_to_cereal,,,,Diet,,,,,,,
Intake_of_sugar_added_to_cereal,,,,Diet,,,,,,,
Intake_of_artificial_sweetener_added_to_cereal,,,,Diet,,,,,,,
Type_milk_consumed,,,,Diet,,,,,,,
Bread_consumed,,,,Diet,,,,,,,
Sliced_bread_intake,,,,Diet,,,,,,,
Baguette_intake,,,,Diet,,,,,,,
Bap_intake,,,,Diet,,,,,,,
Bread_roll_intake,,,,Diet,,,,,,,
Naan_bread_intake,,,,Diet,,,,,,,
Garlic_bread_intake,,,,Diet,,,,,,,
Crispbread_intake,,,,Diet,,,,,,,
Oatcakes_intake,,,,Diet,,,,,,,
Other_bread_intake,,,,Diet,,,,,,,
Butter_or_margarine_on_bread_or_crackers,,,,Diet,,,,,,,
Number_of_bread_slices_with_butter_or_margarine,,,,Diet,,,,,,,
Number_of_baguettes_with_butter_or_margarine,,,,Diet,,,,,,,
Number_of_baps_with__butter_or_margarine,,,,Diet,,,,,,,
Number_of_bread_rolls_with__butter_or_margarine,,,,Diet,,,,,,,
Number_of_crackers_or_crispbreads_with_butter_or_margarine,,,,Diet,,,,,,,
Number_of_oatcakes_with__butter_or_margarine,,,,Diet,,,,,,,
Number_of_other_bread_types_with__butter_or_margarine,,,,Diet,,,,,,,
Double_crust_pastry_intake,,,,Diet,,,,,,,
Single_crust_pastry_intake,,,,Diet,,,,,,,
Crumble_intake,,,,Diet,,,,,,,
Pizza_intake,,,,Diet,,,,,,,
Pancake_intake,,,,Diet,,,,,,,
Scotch_pancake_intake,,,,Diet,,,,,,,
Yorkshire_pudding_intake,,,,Diet,,,,,,,
Indian_snacks_intake,,,,Diet,,,,,,,
Croissant_intake,,,,Diet,,,,,,,
Danish_pastry_intake,,,,Diet,,,,,,,
Scone_intake,,,,Diet,,,,,,,
Yogurt_or_ice_cream_consumers,,,,Diet,,,,,,,
Yogurt_intake,,,,Diet,,,,,,,
Ice_cream_intake,,,,Diet,,,,,,,
Dessert_consumers,,,,Diet,,,,,,,
Milk_based_pudding_intake,,,,Diet,,,,,,,
Other_milk_based_pudding_intake,,,,Diet,,,,,,,
Soya_dessert_intake,,,,Diet,,,,,,,
Fruitcake_intake,,,,Diet,,,,,,,
Cake_intake,,,,Diet,,,,,,,
Doughnut_intake,,,,Diet,,,,,,,
Sponge_pudding_intake,,,,Diet,,,,,,,
Cheesecake_intake,,,,Diet,,,,,,,
Other_dessert_intake,,,,Diet,,,,,,,
Sweet_snack_consumers,,,,Diet,,,,,,,
Chocolate_bar_intake,,,,Diet,,,,,,,
White_chocolate_intake,,,,Diet,,,,,,,
Milk_chocolate_intake,,,,Diet,,,,,,,
Dark_chocolate_intake,,,,Diet,,,,,,,
Chocolate_covered_raisin_intake,,,,Diet,,,,,,,
Chocolate_sweet_intake,,,,Diet,,,,,,,
Diet_sweets_intake,,,,Diet,,,,,,,
Sweets_intake,,,,Diet,,,,,,,
Chocolate_covered_biscuits_intake,,,,Diet,,,,,,,
Chocolate_biscuits_intake,,,,Diet,,,,,,,
Sweet_biscuits_intake,,,,Diet,,,,,,,
Cereal_bar_intake,,,,Diet,,,,,,,
Other_sweets_intake,,,,Diet,,,,,,,
Savoury_snack_consumers,,,,Diet,,,,,,,
Salted_peanuts_intake,,,,Diet,,,,,,,
Unsalted_peanuts_intake,,,,Diet,,,,,,,
Salted_nuts_intake,,,,Diet,,,,,,,
Unsalted_nuts_intake,,,,Diet,,,,,,,
Seeds_intake,,,,Diet,,,,,,,
Crisp_intake,,,,Diet,,,,,,,
Savoury_biscuits_intake,,,,Diet,,,,,,,
Cheesy_biscuits_intake,,,,Diet,,,,,,,
Olives_intake,,,,Diet,,,,,,,
Other_savoury_snack_intake,,,,Diet,,,,,,,
Soup_consumers,,,,Diet,,,,,,,
Powdered_or_instant_soup_intake,,,,Diet,,,,,,,
Canned_soup_intake,,,,Diet,,,,,,,
Homemade_soup_intake,,,,Diet,,,,,,,
Starchy_food_consumers,,,,Diet,,,,,,,
White_pasta_intake,,,,Diet,,,,,,,
Wholemeal_pasta_intake,,,,Diet,,,,,,,
White_rice_intake,,,,Diet,,,,,,,
Brown_rice_intake,,,,Diet,,,,,,,
Sushi_intake,,,,Diet,,,,,,,
Snackpot_intake,,,,Diet,,,,,,,
Couscous_intake,,,,Diet,,,,,,,
Other_grain_intake,,,,Diet,,,,,,,
Cheese_consumers,,,,Diet,,,,,,,
Low_fat_hard_cheese_intake,,,,Diet,,,,,,,
Hard_cheese_intake,,,,Diet,,,,,,,
Soft_cheese_intake,,,,Diet,,,,,,,
Blue_cheese_intake,,,,Diet,,,,,,,
Low_fat_cheese_spread_intake,,,,Diet,,,,,,,
Cheese_spread_intake,,,,Diet,,,,,,,
Cottage_cheese_intake,,,,Diet,,,,,,,
Feta_intake,,,,Diet,,,,,,,
Mozzarella_intake,,,,Diet,,,,,,,
Goats_cheese_intake,,,,Diet,,,,,,,
Other_cheese_intake,,,,Diet,,,,,,,
Egg_consumers,,,,Diet,,,,,,,
Whole_egg_intake,,,,Diet,,,,,,,
Omelette_intake,,,,Diet,,,,,,,
Eggs_in_sandwiches_intake,,,,Diet,,,,,,,
Scotch_egg_intake,,,,Diet,,,,,,,
Other_egg_intake,,,,Diet,,,,,,,
Meat_consumers,,,,Diet,,,,,,,
Sausage_intake,,,,Diet,,,,,,,
Beef_intake,,,,Diet,,,,,,,
Pork_intake,,,,Diet,,,,,,,
Lamb_intake,,,,Diet,,,,,,,
Crumbed_or_deep_fried_poultry_intake,,,,Diet,,,,,,,
Poultry_intake,,,,Diet,,,,,,,
Bacon_intake,,,,Diet,,,,,,,
Ham_intake,,,,Diet,,,,,,,
Liver_intake,,,,Diet,,,,,,,
Other_meat_intake,,,,Diet,,,,,,,
Fat_removed_from_meat,,,,Diet,,,,,,,
Skin_removed_from_poultry,,,,Diet,,,,,,,
Fish_consumer,,,,Diet,,,,,,,
Tinned_tuna_intake,,,,Diet,,,,,,,
Oily_fish_intake,,,,Diet,,,,,,,
Breaded_fish_intake,,,,Diet,,,,,,,
Battered_fish_intake,,,,Diet,,,,,,,
White_fish_intake,,,,Diet,,,,,,,
Prawns_intake,,,,Diet,,,,,,,
Lobster_or_crab_intake,,,,Diet,,,,,,,
Shellfish_intake,,,,Diet,,,,,,,
Other_fish_intake,,,,Diet,,,,,,,
Vegetarian_sausages_or_burgers_intake,,,,Diet,,,,,,,
Tofu_intake,,,,Diet,,,,,,,
Quorn_intake,,,,Diet,,,,,,,
Other_vegetarian_alternative_intake,,,,Diet,,,,,,,
Vegetable_consumers,,,,Diet,,,,,,,
Baked_bean_intake,,,,Diet,,,,,,,
Pulses_intake,,,,Diet,,,,,,,
Fried_potatoes_intake,,,,Diet,,,,,,,
Boiled_or_baked_potatoes_intake,,,,Diet,,,,,,,
Butter_or_margarine_added_to_potatoes,,,,Diet,,,,,,,
Mashed_potato_intake,,,,Diet,,,,,,,
Mixed_vegetable_intake,,,,Diet,,,,,,,
Vegetable_pieces_intake,,,,Diet,,,,,,,
Coleslaw_intake,,,,Diet,,,,,,,
Side_salad_intake,,,,Diet,,,,,,,
Avocado_intake,,,,Diet,,,,,,,
Broad_bean_intake,,,,Diet,,,,,,,
Green_bean_intake,,,,Diet,,,,,,,
Beetroot_intake,,,,Diet,,,,,,,
Broccoli_intake,,,,Diet,,,,,,,
Butternut_squash_intake,,,,Diet,,,,,,,
Cabbage_or_kale_intake,,,,Diet,,,,,,,
Carrot_intake,,,,Diet,,,,,,,
Cauliflower_intake,,,,Diet,,,,,,,
Celery_intake,,,,Diet,,,,,,,
Courgette_intake,,,,Diet,,,,,,,
Cucumber_intake,,,,Diet,,,,,,,
Garlic_intake,,,,Diet,,,,,,,
Leek_intake,,,,Diet,,,,,,,
Lettuce_intake,,,,Diet,,,,,,,
Mushroom_intake,,,,Diet,,,,,,,
Onion_intake,,,,Diet,,,,,,,
Parsnip_intake,,,,Diet,,,,,,,
Pea_intake,,,,Diet,,,,,,,
Sweet_pepper_intake,,,,Diet,,,,,,,
Spinach_intake,,,,Diet,,,,,,,
Sprouts_intake,,,,Diet,,,,,,,
Sweetcorn_intake,,,,Diet,,,,,,,
Sweet_potato_intake,,,,Diet,,,,,,,
Fresh_tomato_intake,,,,Diet,,,,,,,
Tinned_tomato_intake,,,,Diet,,,,,,,
Turnip_or_swede_intake,,,,Diet,,,,,,,
Watercress_intake,,,,Diet,,,,,,,
Other_vegetables_intake,,,,Diet,,,,,,,
Fruit_consumers,,,,Diet,,,,,,,
Stewed_fruit_intake,,,,Diet,,,,,,,
Prune_intake,,,,Diet,,,,,,,
Dried_fruit_intake,,,,Diet,,,,,,,
Mixed_fruit_intake,,,,Diet,,,,,,,
Apple_intake,,,,Diet,,,,,,,
Banana_intake,,,,Diet,,,,,,,
Berry_intake,,,,Diet,,,,,,,
Cherry_intake,,,,Diet,,,,,,,
Grapefruit_intake,,,,Diet,,,,,,,
Grape_intake,,,,Diet,,,,,,,
Mango_intake,,,,Diet,,,,,,,
Melon_intake,,,,Diet,,,,,,,
Orange_intake,,,,Diet,,,,,,,
Satsuma_intake,,,,Diet,,,,,,,
Peach_or_nectarine_intake,,,,Diet,,,,,,,
Pear_intake,,,,Diet,,,,,,,
Pineapple_intake,,,,Diet,,,,,,,
Plum_intake,,,,Diet,,,,,,,
Other_fruit_intake,,,,Diet,,,,,,,
Vitamin_supplement_user,,,,Diet,,,,,,,
Time_spent_doing_vigorous_physical_activity,,,,Physical activity,,,,,,,
Time_spent_doing_moderate_physical_activity,,,,Physical activity,,,,,,,
Time_spent_doing_light_physical_activity,,,,Physical activity,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
blow_acceptability_text.0.0,Acceptability of each blow result (text),,,,f.20031.0.0,20031,,,2006-2010,ACE/Physical measures,Spirometry
blow_acceptability_text.0.1,,,,,f.20031.0.1,,,,,,
blow_acceptability_text.0.2,,,,,f.20031.0.2,,,,,,
blow_acceptability.0.0,Acceptability of each blow result,,,,f.3061.0.0,3061,,,2006-2010,ACE/Physical measures,Spirometry
blow_acceptability.0.1,,,,,f.3061.0.1,,,,,,
blow_acceptability.0.2,,,,,f.3061.0.2,,,,,,
number_spirometry_measurements,Number of measurements made,,,,f.3137.0.0,3137,,,2006-2010,ACE/Physical measures,Spirometry
spirometry_QC,Spirometry QC measure,,,,f.20255.0.0,20255,,,2006-2010,ACE/Physical measures,Spirometry
blow_ordering.0.0,Ordering of blows,,,,f.3065.0.0,3065,,,2006-2010,ACE/Physical measures,Spirometry
blow_ordering.0.1,,,,,f.3065.0.1,,,,,,
blow_ordering.0.2,,,,,f.3065.0.2,,,,,,
blow_result_ranking.0.0,Result ranking,,,,f.3065.0.0,3059,,,2006-2010,ACE/Physical measures,Spirometry
blow_result_ranking.0.1,,,,,f.3065.0.1,,,,,,
blow_result_ranking.0.2,,,,,f.3065.0.2,,,,,,
blow_data_points.0.0,Data points for blow,,,,f.3066.0.0,3066,,,2006-2010,ACE/Physical measures,Spirometry
blow_data_points.0.1,,,,,f.3066.0.1,,,,,,
blow_data_points.0.2,,,,,f.3066.0.2,,,,,,
FVC.0.0,Forced vital capacity (FVC),,,,f.3062.0.0,3062,,,2006-2010,ACE/Physical measures,Spirometry
FVC.0.1,,,,,f.3062.0.1,,,,,,
FVC.0.2,,,,,f.3062.0.2,,,,,,
,,,,,,,,,,,
FEV1.0.0,Forced expiratory volume in 1-second (FEV1),,,,f.3063.0.0,3063,,,2006-2010,ACE/Physical measures,Spirometry
FEV1.0.1,,,,,f.3063.0.1,,,,,,
FEV1.0.2,,,,,f.3063.0.2,,,,,,
,,,,,,,,,,,
peak_expiratory_flow.0.0,Peak expiratory flow (PEF),,,,f.3064.0.0,3064,,,2006-2010,ACE/Physical measures,Spirometry
peak_expiratory_flow.0.1,,,,,f.3064.0.1,,,,,,
peak_expiratory_flow.0.2,,,,,f.3064.0.2,,,,,,
,,,,,,,,,,,
weight_manual,"Weight, manual entry",,,,f.3160.0.0,3160,,,2006-2010,ACE/Physical measures,Body size measures
weight_impedance,Weight,,,,f.23098.0.0,23098,,,2006-2010,ACE/Physical measures,Impedance measures
BMI_impedance,Body mass index (BMI),,,,f.23104.0.0,23104,,,2006-2010,ACE/Physical measures,Impedance measures
,,,,,,,,,,,
diastolic_bp_manual,"Diastolic blood pressure, manual reading",,,,f.94.0.0,94,,,2006-2010,ACE/Physical measures,Blood pressure
systolic_bp_manual,"Systolic blood pressure, manual reading",,,,f.93.0.0,93,,,2006-2010,ACE/Physical measures,Blood pressure
,,,,,,,,,,,
